GEO_ID,brackets,count,data_type
60750260022,30 to 34 years,155,Age
60750260022,35 to 39 years,62,Age
60750260022,40 to 44 years,138,Age
60750260022,45 to 49 years,236,Age
60750260022,50 to 54 years,231,Age
60750260022,55 to 59 years,141,Age
60750260022,60 to 64 years,169,Age
60750260022,65 to 69 years,84,Age
60750260022,70 to 74 years,114,Age
60750260022,75 to 79 years,8,Age
60750260022,80 to 84 years,47,Age
60750260022,85 years and over,167,Age
60750301014,Under 5 years,29,Age
60750301014,5 to 9 years,22,Age
60750301014,10 to 14 years,99,Age
60750301014,15 to 19 years,36,Age
60750301014,20 to 24 years,12,Age
60750301014,25 to 29 years,97,Age
60750301014,30 to 34 years,309,Age
60750301014,35 to 39 years,179,Age
60750301014,40 to 44 years,128,Age
60750301014,45 to 49 years,15,Age
60750301014,50 to 54 years,81,Age
60750301014,55 to 59 years,42,Age
60750301014,60 to 64 years,40,Age
60750301014,65 to 69 years,85,Age
60750301014,70 to 74 years,34,Age
60750301014,75 to 79 years,22,Age
60750301014,80 to 84 years,43,Age
60750301014,85 years and over,21,Age
60750112001,Under 5 years,55,Age
60750112001,5 to 9 years,0,Age
60750112001,10 to 14 years,12,Age
60750112001,15 to 19 years,65,Age
60750112001,20 to 24 years,15,Age
60750112001,25 to 29 years,6,Age
60750112001,30 to 34 years,144,Age
60750112001,35 to 39 years,83,Age
60750112001,40 to 44 years,13,Age
60750112001,45 to 49 years,20,Age
60750112001,50 to 54 years,0,Age
60750112001,55 to 59 years,61,Age
60750112001,60 to 64 years,139,Age
60750112001,65 to 69 years,130,Age
60750112001,70 to 74 years,119,Age
60750112001,75 to 79 years,72,Age
60750112001,80 to 84 years,29,Age
60750112001,85 years and over,69,Age
60750125033,Under 5 years,138,Age
60750125033,5 to 9 years,80,Age
60750125033,10 to 14 years,141,Age
60750125033,15 to 19 years,125,Age
60750125033,20 to 24 years,20,Age
60750125033,25 to 29 years,159,Age
60750125033,30 to 34 years,113,Age
60750125033,35 to 39 years,339,Age
60750125033,40 to 44 years,235,Age
60750125033,45 to 49 years,188,Age
60750125033,50 to 54 years,50,Age
60750125033,55 to 59 years,94,Age
60750125033,60 to 64 years,204,Age
60750125033,65 to 69 years,229,Age
60750125033,70 to 74 years,104,Age
60750125033,75 to 79 years,161,Age
60750125033,80 to 84 years,0,Age
60750125033,85 years and over,0,Age
60750234001,Under 5 years,65,Age
60750234001,5 to 9 years,78,Age
60750234001,10 to 14 years,169,Age
60750234001,15 to 19 years,303,Age
60750234001,20 to 24 years,0,Age
60750234001,25 to 29 years,89,Age
60750234001,30 to 34 years,113,Age
60750234001,35 to 39 years,212,Age
60750234001,40 to 44 years,79,Age
60750234001,45 to 49 years,162,Age
60750234001,50 to 54 years,24,Age
60750234001,55 to 59 years,100,Age
60750234001,60 to 64 years,149,Age
60750234001,65 to 69 years,99,Age
60750234001,70 to 74 years,66,Age
60750234001,75 to 79 years,117,Age
60750234001,80 to 84 years,0,Age
60750234001,85 years and over,194,Age
60750234002,Under 5 years,167,Age
60750234002,5 to 9 years,171,Age
60750234002,10 to 14 years,58,Age
60750234002,15 to 19 years,137,Age
60750234002,20 to 24 years,0,Age
60750234002,25 to 29 years,53,Age
60750234002,30 to 34 years,202,Age
60750234002,35 to 39 years,115,Age
60750234002,40 to 44 years,138,Age
60750234002,45 to 49 years,187,Age
60750234002,50 to 54 years,103,Age
60750234002,55 to 59 years,115,Age
60750234002,60 to 64 years,78,Age
60750234002,65 to 69 years,100,Age
60750234002,70 to 74 years,71,Age
60750234002,75 to 79 years,9,Age
60750234002,80 to 84 years,25,Age
60750234002,85 years and over,63,Age
60750251001,Under 5 years,166,Age
60750251001,5 to 9 years,75,Age
60750251001,10 to 14 years,33,Age
60750251001,15 to 19 years,20,Age
60750251001,20 to 24 years,0,Age
60750251001,25 to 29 years,22,Age
60750251001,30 to 34 years,138,Age
60750251001,35 to 39 years,275,Age
60750251001,40 to 44 years,249,Age
60750251001,45 to 49 years,254,Age
60750251001,50 to 54 years,129,Age
60750251001,55 to 59 years,56,Age
60750251001,60 to 64 years,76,Age
60750251001,65 to 69 years,36,Age
60750251001,70 to 74 years,69,Age
60750251001,75 to 79 years,106,Age
60750251001,80 to 84 years,40,Age
60750251001,85 years and over,45,Age
60750402003,Under 5 years,15,Age
60750402003,5 to 9 years,0,Age
60750402003,10 to 14 years,41,Age
60750402003,15 to 19 years,23,Age
60750402003,20 to 24 years,0,Age
60750402003,25 to 29 years,27,Age
60750402003,30 to 34 years,41,Age
60750402003,35 to 39 years,222,Age
60750402003,40 to 44 years,0,Age
60750402003,45 to 49 years,28,Age
60750402003,50 to 54 years,26,Age
60750402003,55 to 59 years,20,Age
60750402003,60 to 64 years,112,Age
60750402003,65 to 69 years,157,Age
60750402003,70 to 74 years,88,Age
60750402003,75 to 79 years,88,Age
60750402003,80 to 84 years,31,Age
60750402003,85 years and over,54,Age
60750452021,Under 5 years,148,Age
60750452021,5 to 9 years,130,Age
60750452021,10 to 14 years,48,Age
60750452021,15 to 19 years,16,Age
60750452021,20 to 24 years,23,Age
60750452021,25 to 29 years,38,Age
60750452021,30 to 34 years,186,Age
60750452021,35 to 39 years,131,Age
60750452021,40 to 44 years,172,Age
60750452021,45 to 49 years,95,Age
60750452021,50 to 54 years,72,Age
60750452021,55 to 59 years,51,Age
60750452021,60 to 64 years,152,Age
60750452021,65 to 69 years,147,Age
60750452021,70 to 74 years,0,Age
60750452021,75 to 79 years,30,Age
60750452021,80 to 84 years,51,Age
60750452021,85 years and over,77,Age
60750135003,Under 5 years,0,Age
60750135003,5 to 9 years,25,Age
60750135003,10 to 14 years,0,Age
60750135003,15 to 19 years,0,Age
60750135003,20 to 24 years,0,Age
60750135003,25 to 29 years,109,Age
60750135003,30 to 34 years,97,Age
60750135003,35 to 39 years,137,Age
60750135003,40 to 44 years,55,Age
60750135003,45 to 49 years,0,Age
60750135003,50 to 54 years,11,Age
60750135003,55 to 59 years,10,Age
60750135003,60 to 64 years,10,Age
60750135003,65 to 69 years,10,Age
60750135003,70 to 74 years,6,Age
60750135003,75 to 79 years,8,Age
60750135003,80 to 84 years,25,Age
60750135003,85 years and over,125,Age
60750215005,Under 5 years,24,Age
60750215005,5 to 9 years,31,Age
60750215005,10 to 14 years,70,Age
60750215005,15 to 19 years,46,Age
60750215005,20 to 24 years,0,Age
60750215005,25 to 29 years,0,Age
60750215005,30 to 34 years,15,Age
60750215005,35 to 39 years,155,Age
60750215005,40 to 44 years,115,Age
60750215005,45 to 49 years,176,Age
60750215005,50 to 54 years,28,Age
60750215005,55 to 59 years,119,Age
60750215005,60 to 64 years,108,Age
60750215005,65 to 69 years,16,Age
60750215005,70 to 74 years,52,Age
60750215005,75 to 79 years,27,Age
60750215005,80 to 84 years,15,Age
60750215005,85 years and over,18,Age
60750301013,Under 5 years,130,Age
60750301013,5 to 9 years,0,Age
60750301013,10 to 14 years,0,Age
60750301013,15 to 19 years,0,Age
60750301013,20 to 24 years,0,Age
60750301013,25 to 29 years,28,Age
60750301013,30 to 34 years,162,Age
60750301013,35 to 39 years,126,Age
60750301013,40 to 44 years,60,Age
60750301013,45 to 49 years,74,Age
60750301013,50 to 54 years,42,Age
60750301013,55 to 59 years,41,Age
60750301013,60 to 64 years,21,Age
60750301013,65 to 69 years,20,Age
60750301013,70 to 74 years,0,Age
60750301013,75 to 79 years,0,Age
60750301013,80 to 84 years,20,Age
60750301013,85 years and over,24,Age
60750402004,Under 5 years,61,Age
60750402004,5 to 9 years,16,Age
60750402004,10 to 14 years,54,Age
60750402004,15 to 19 years,48,Age
60750402004,20 to 24 years,0,Age
60750402004,25 to 29 years,14,Age
60750402004,30 to 34 years,23,Age
60750402004,35 to 39 years,53,Age
60750402004,40 to 44 years,95,Age
60750402004,45 to 49 years,89,Age
60750402004,50 to 54 years,36,Age
60750402004,55 to 59 years,69,Age
60750402004,60 to 64 years,208,Age
60750402004,65 to 69 years,87,Age
60750402004,70 to 74 years,27,Age
60750402004,75 to 79 years,47,Age
60750402004,80 to 84 years,112,Age
60750402004,85 years and over,14,Age
60750261002,Under 5 years,54,Age
60750261002,5 to 9 years,264,Age
60750261002,10 to 14 years,54,Age
60750261002,15 to 19 years,132,Age
60750261002,20 to 24 years,32,Age
60750261002,25 to 29 years,12,Age
60750261002,30 to 34 years,97,Age
60750261002,35 to 39 years,199,Age
60750261002,40 to 44 years,262,Age
60750261002,45 to 49 years,163,Age
60750261002,50 to 54 years,436,Age
60750261002,55 to 59 years,224,Age
60750261002,60 to 64 years,42,Age
60750261002,65 to 69 years,111,Age
60750261002,70 to 74 years,99,Age
60750261002,75 to 79 years,152,Age
60750261002,80 to 84 years,48,Age
60750261002,85 years and over,34,Age
60750159001,Under 5 years,93,Age
60750159001,5 to 9 years,75,Age
60750159001,10 to 14 years,251,Age
60750159001,15 to 19 years,37,Age
60750159001,20 to 24 years,11,Age
60750159001,25 to 29 years,40,Age
60750159001,30 to 34 years,13,Age
60750159001,35 to 39 years,93,Age
60750159001,40 to 44 years,142,Age
60750159001,45 to 49 years,43,Age
60750159001,50 to 54 years,150,Age
60750159001,55 to 59 years,180,Age
60750159001,60 to 64 years,30,Age
60750159001,65 to 69 years,98,Age
60750159001,70 to 74 years,24,Age
60750159001,75 to 79 years,328,Age
60750159001,80 to 84 years,102,Age
60750159001,85 years and over,152,Age
60750263013,Under 5 years,0,Age
60750263013,5 to 9 years,109,Age
60750263013,10 to 14 years,76,Age
60750263013,15 to 19 years,55,Age
60750263013,20 to 24 years,40,Age
60750263013,25 to 29 years,27,Age
60750263013,30 to 34 years,97,Age
60750263013,35 to 39 years,81,Age
60750263013,40 to 44 years,32,Age
60750263013,45 to 49 years,108,Age
60750263013,50 to 54 years,158,Age
60750263013,55 to 59 years,52,Age
60750263013,60 to 64 years,232,Age
60750263013,65 to 69 years,86,Age
60750263013,70 to 74 years,25,Age
60750263013,75 to 79 years,75,Age
60750263013,80 to 84 years,13,Age
60750263013,85 years and over,102,Age
60750135002,Under 5 years,0,Age
60750135002,5 to 9 years,0,Age
60750135002,10 to 14 years,0,Age
60750135002,15 to 19 years,0,Age
60750135002,20 to 24 years,6,Age
60750135002,25 to 29 years,16,Age
60750135002,30 to 34 years,41,Age
60750135002,35 to 39 years,119,Age
60750135002,40 to 44 years,25,Age
60750135002,45 to 49 years,0,Age
60750135002,50 to 54 years,75,Age
60750135002,55 to 59 years,20,Age
60750135002,60 to 64 years,57,Age
60750135002,65 to 69 years,17,Age
60750135002,70 to 74 years,0,Age
60750135002,75 to 79 years,28,Age
60750135002,80 to 84 years,0,Age
60750135002,85 years and over,40,Age
60750203002,Under 5 years,42,Age
60750203002,5 to 9 years,10,Age
60750203002,10 to 14 years,14,Age
60750203002,15 to 19 years,0,Age
60750203002,20 to 24 years,0,Age
60750203002,25 to 29 years,6,Age
60750203002,30 to 34 years,77,Age
60750203002,35 to 39 years,199,Age
60750203002,40 to 44 years,88,Age
60750203002,45 to 49 years,25,Age
60750203002,50 to 54 years,56,Age
60750203002,55 to 59 years,350,Age
60750203002,60 to 64 years,41,Age
60750203002,65 to 69 years,20,Age
60750203002,70 to 74 years,0,Age
60750203002,75 to 79 years,18,Age
60750203002,80 to 84 years,0,Age
60750203002,85 years and over,9,Age
60750209001,Under 5 years,0,Age
60750209001,5 to 9 years,12,Age
60750209001,10 to 14 years,38,Age
60750209001,15 to 19 years,26,Age
60750209001,20 to 24 years,3,Age
60750209001,25 to 29 years,113,Age
60750209001,30 to 34 years,165,Age
60750209001,35 to 39 years,92,Age
60750209001,40 to 44 years,47,Age
60750209001,45 to 49 years,29,Age
60750209001,50 to 54 years,37,Age
60750209001,55 to 59 years,119,Age
60750209001,60 to 64 years,135,Age
60750209001,65 to 69 years,117,Age
60750209001,70 to 74 years,18,Age
60750209001,75 to 79 years,16,Age
60750209001,80 to 84 years,86,Age
60750209001,85 years and over,12,Age
60750327005,Under 5 years,0,Age
60750327005,5 to 9 years,17,Age
60750327005,10 to 14 years,36,Age
60750327005,15 to 19 years,86,Age
60750327005,20 to 24 years,0,Age
60750327005,25 to 29 years,30,Age
60750327005,30 to 34 years,0,Age
60750327005,35 to 39 years,0,Age
60750327005,40 to 44 years,18,Age
60750327005,45 to 49 years,17,Age
60750327005,50 to 54 years,66,Age
60750327005,55 to 59 years,50,Age
60750327005,60 to 64 years,104,Age
60750327005,65 to 69 years,86,Age
60750327005,70 to 74 years,0,Age
60750327005,75 to 79 years,43,Age
60750327005,80 to 84 years,0,Age
60750327005,85 years and over,18,Age
60750176043,Under 5 years,9,Age
60750176043,5 to 9 years,16,Age
60750176043,10 to 14 years,0,Age
60750176043,15 to 19 years,0,Age
60750176043,20 to 24 years,0,Age
60750176043,25 to 29 years,29,Age
60750176043,30 to 34 years,173,Age
60750176043,35 to 39 years,145,Age
60750176043,40 to 44 years,188,Age
60750176043,45 to 49 years,118,Age
60750176043,50 to 54 years,105,Age
60750176043,55 to 59 years,63,Age
60750176043,60 to 64 years,202,Age
60750176043,65 to 69 years,51,Age
60750176043,70 to 74 years,16,Age
60750176043,75 to 79 years,18,Age
60750176043,80 to 84 years,0,Age
60750176043,85 years and over,6,Age
60750229021,Under 5 years,48,Age
60750229021,5 to 9 years,41,Age
60750229021,10 to 14 years,5,Age
60750229021,15 to 19 years,24,Age
60750229021,20 to 24 years,14,Age
60750229021,25 to 29 years,45,Age
60750229021,30 to 34 years,125,Age
60750229021,35 to 39 years,99,Age
60750229021,40 to 44 years,168,Age
60750229021,45 to 49 years,55,Age
60750229021,50 to 54 years,92,Age
60750229021,55 to 59 years,15,Age
60750229021,60 to 64 years,80,Age
60750229021,65 to 69 years,40,Age
60750229021,70 to 74 years,29,Age
60750229021,75 to 79 years,68,Age
60750229021,80 to 84 years,28,Age
60750229021,85 years and over,50,Age
60750260013,Under 5 years,37,Age
60750260013,5 to 9 years,20,Age
60750260013,10 to 14 years,43,Age
60750260013,15 to 19 years,43,Age
60750260013,20 to 24 years,21,Age
60750260013,25 to 29 years,41,Age
60750260013,30 to 34 years,151,Age
60750260013,35 to 39 years,129,Age
60750260013,40 to 44 years,28,Age
60750260013,45 to 49 years,62,Age
60750260013,50 to 54 years,53,Age
60750260013,55 to 59 years,51,Age
60750260013,60 to 64 years,233,Age
60750260013,65 to 69 years,124,Age
60750260013,70 to 74 years,22,Age
60750260013,75 to 79 years,38,Age
60750260013,80 to 84 years,38,Age
60750260013,85 years and over,24,Age
60750428001,Under 5 years,77,Age
60750428001,5 to 9 years,82,Age
60750428001,10 to 14 years,49,Age
60750428001,15 to 19 years,100,Age
60750428001,20 to 24 years,11,Age
60750428001,25 to 29 years,12,Age
60750428001,30 to 34 years,37,Age
60750428001,35 to 39 years,55,Age
60750428001,40 to 44 years,86,Age
60750428001,45 to 49 years,57,Age
60750428001,50 to 54 years,56,Age
60750428001,55 to 59 years,92,Age
60750428001,60 to 64 years,125,Age
60750428001,65 to 69 years,39,Age
60750428001,70 to 74 years,43,Age
60750428001,75 to 79 years,97,Age
60750428001,80 to 84 years,62,Age
60750428001,85 years and over,61,Age
60750605021,Under 5 years,118,Age
60750605021,5 to 9 years,103,Age
60750605021,10 to 14 years,221,Age
60750605021,15 to 19 years,76,Age
60750605021,20 to 24 years,24,Age
60750605021,25 to 29 years,39,Age
60750605021,30 to 34 years,72,Age
60750605021,35 to 39 years,56,Age
60750605021,40 to 44 years,104,Age
60750605021,45 to 49 years,105,Age
60750605021,50 to 54 years,9,Age
60750605021,55 to 59 years,18,Age
60750605021,60 to 64 years,128,Age
60750605021,65 to 69 years,27,Age
60750605021,70 to 74 years,22,Age
60750605021,75 to 79 years,51,Age
60750605021,80 to 84 years,0,Age
60750605021,85 years and over,39,Age
60750129012,Under 5 years,219,Age
60750129012,5 to 9 years,17,Age
60750129012,10 to 14 years,36,Age
60750129012,15 to 19 years,16,Age
60750129012,20 to 24 years,0,Age
60750129012,25 to 29 years,82,Age
60750129012,30 to 34 years,273,Age
60750129012,35 to 39 years,375,Age
60750129012,40 to 44 years,176,Age
60750129012,45 to 49 years,81,Age
60750129012,50 to 54 years,46,Age
60750129012,55 to 59 years,70,Age
60750129012,60 to 64 years,103,Age
60750129012,65 to 69 years,64,Age
60750129012,70 to 74 years,43,Age
60750129012,75 to 79 years,12,Age
60750129012,80 to 84 years,6,Age
60750129012,85 years and over,31,Age
60750154011,Under 5 years,39,Age
60750154011,5 to 9 years,53,Age
60750154011,10 to 14 years,0,Age
60750154011,15 to 19 years,35,Age
60750154011,20 to 24 years,67,Age
60750154011,25 to 29 years,105,Age
60750154011,30 to 34 years,420,Age
60750154011,35 to 39 years,371,Age
60750154011,40 to 44 years,205,Age
60750154011,45 to 49 years,123,Age
60750154011,50 to 54 years,115,Age
60750154011,55 to 59 years,76,Age
60750154011,60 to 64 years,137,Age
60750154011,65 to 69 years,161,Age
60750154011,70 to 74 years,25,Age
60750154011,75 to 79 years,68,Age
60750154011,80 to 84 years,56,Age
60750154011,85 years and over,54,Age
60750212003,Under 5 years,58,Age
60750212003,5 to 9 years,38,Age
60750212003,10 to 14 years,57,Age
60750212003,15 to 19 years,17,Age
60750212003,20 to 24 years,0,Age
60750212003,25 to 29 years,5,Age
60750212003,30 to 34 years,74,Age
60750212003,35 to 39 years,195,Age
60750212003,40 to 44 years,120,Age
60750212003,45 to 49 years,59,Age
60750212003,50 to 54 years,60,Age
60750212003,55 to 59 years,67,Age
60750212003,60 to 64 years,66,Age
60750212003,65 to 69 years,10,Age
60750212003,70 to 74 years,16,Age
60750212003,75 to 79 years,58,Age
60750212003,80 to 84 years,15,Age
60750212003,85 years and over,6,Age
60750214002,Under 5 years,53,Age
60750214002,5 to 9 years,39,Age
60750214002,10 to 14 years,29,Age
60750214002,15 to 19 years,74,Age
60750214002,20 to 24 years,7,Age
60750214002,25 to 29 years,97,Age
60750214002,30 to 34 years,109,Age
60750214002,35 to 39 years,178,Age
60750214002,40 to 44 years,98,Age
60750214002,45 to 49 years,61,Age
60750214002,50 to 54 years,50,Age
60750214002,55 to 59 years,97,Age
60750214002,60 to 64 years,178,Age
60750214002,65 to 69 years,36,Age
60750214002,70 to 74 years,84,Age
60750214002,75 to 79 years,171,Age
60750214002,80 to 84 years,20,Age
60750214002,85 years and over,17,Age
60750209002,Under 5 years,60,Age
60750209002,5 to 9 years,0,Age
60750209002,10 to 14 years,49,Age
60750209002,15 to 19 years,66,Age
60750209002,20 to 24 years,24,Age
60750209002,25 to 29 years,13,Age
60750209002,30 to 34 years,75,Age
60750209002,35 to 39 years,183,Age
60750209002,40 to 44 years,117,Age
60750209002,45 to 49 years,17,Age
60750209002,50 to 54 years,58,Age
60750209002,55 to 59 years,18,Age
60750209002,60 to 64 years,145,Age
60750209002,65 to 69 years,166,Age
60750209002,70 to 74 years,0,Age
60750209002,75 to 79 years,0,Age
60750209002,80 to 84 years,0,Age
60750209002,85 years and over,116,Age
60750353002,Under 5 years,101,Age
60750353002,5 to 9 years,46,Age
60750353002,10 to 14 years,0,Age
60750353002,15 to 19 years,48,Age
60750353002,20 to 24 years,35,Age
60750353002,25 to 29 years,17,Age
60750353002,30 to 34 years,241,Age
60750353002,35 to 39 years,141,Age
60750353002,40 to 44 years,178,Age
60750353002,45 to 49 years,12,Age
60750353002,50 to 54 years,27,Age
60750353002,55 to 59 years,50,Age
60750353002,60 to 64 years,130,Age
60750353002,65 to 69 years,110,Age
60750353002,70 to 74 years,0,Age
60750353002,75 to 79 years,29,Age
60750353002,80 to 84 years,11,Age
60750353002,85 years and over,44,Age
60750124041,Under 5 years,0,Age
60750124041,5 to 9 years,0,Age
60750124041,10 to 14 years,0,Age
60750124041,15 to 19 years,40,Age
60750124041,20 to 24 years,21,Age
60750124041,25 to 29 years,11,Age
60750124041,30 to 34 years,95,Age
60750124041,35 to 39 years,65,Age
60750124041,40 to 44 years,15,Age
60750124041,45 to 49 years,57,Age
60750124041,50 to 54 years,131,Age
60750124041,55 to 59 years,170,Age
60750124041,60 to 64 years,337,Age
60750124041,65 to 69 years,46,Age
60750124041,70 to 74 years,135,Age
60750124041,75 to 79 years,38,Age
60750124041,80 to 84 years,0,Age
60750124041,85 years and over,82,Age
60750328013,Under 5 years,72,Age
60750328013,5 to 9 years,78,Age
60750328013,10 to 14 years,41,Age
60750328013,15 to 19 years,86,Age
60750328013,20 to 24 years,0,Age
60750328013,25 to 29 years,18,Age
60750328013,30 to 34 years,15,Age
60750328013,35 to 39 years,20,Age
60750328013,40 to 44 years,222,Age
60750328013,45 to 49 years,61,Age
60750328013,50 to 54 years,99,Age
60750328013,55 to 59 years,180,Age
60750328013,60 to 64 years,113,Age
60750328013,65 to 69 years,51,Age
60750328013,70 to 74 years,46,Age
60750328013,75 to 79 years,131,Age
60750328013,80 to 84 years,94,Age
60750328013,85 years and over,0,Age
60750328022,Under 5 years,0,Age
60750328022,5 to 9 years,26,Age
60750328022,10 to 14 years,40,Age
60750328022,15 to 19 years,54,Age
60750328022,20 to 24 years,2,Age
60750328022,25 to 29 years,79,Age
60750328022,30 to 34 years,265,Age
60750328022,35 to 39 years,160,Age
60750328022,40 to 44 years,63,Age
60750328022,45 to 49 years,56,Age
60750328022,50 to 54 years,100,Age
60750328022,55 to 59 years,64,Age
60750328022,60 to 64 years,230,Age
60750328022,65 to 69 years,172,Age
60750328022,70 to 74 years,46,Age
60750328022,75 to 79 years,23,Age
60750328022,80 to 84 years,118,Age
60750328022,85 years and over,169,Age
60750131011,Under 5 years,44,Age
60750131011,5 to 9 years,20,Age
60750131011,10 to 14 years,0,Age
60750131011,15 to 19 years,0,Age
60750131011,20 to 24 years,0,Age
60750131011,25 to 29 years,15,Age
60750131011,30 to 34 years,132,Age
60750131011,35 to 39 years,252,Age
60750131011,40 to 44 years,168,Age
60750131011,45 to 49 years,66,Age
60750131011,50 to 54 years,83,Age
60750131011,55 to 59 years,25,Age
60750131011,60 to 64 years,65,Age
60750131011,65 to 69 years,29,Age
60750131011,70 to 74 years,15,Age
60750131011,75 to 79 years,56,Age
60750131011,80 to 84 years,0,Age
60750131011,85 years and over,26,Age
60750228033,Under 5 years,34,Age
60750228033,5 to 9 years,54,Age
60750228033,10 to 14 years,222,Age
60750228033,15 to 19 years,53,Age
60750228033,20 to 24 years,0,Age
60750228033,25 to 29 years,55,Age
60750228033,30 to 34 years,35,Age
60750228033,35 to 39 years,114,Age
60750228033,40 to 44 years,169,Age
60750228033,45 to 49 years,85,Age
60750228033,50 to 54 years,123,Age
60750228033,55 to 59 years,55,Age
60750228033,60 to 64 years,41,Age
60750228033,65 to 69 years,24,Age
60750228033,70 to 74 years,51,Age
60750228033,75 to 79 years,0,Age
60750228033,80 to 84 years,10,Age
60750228033,85 years and over,3,Age
60750307002,Under 5 years,163,Age
60750307002,5 to 9 years,119,Age
60750307002,10 to 14 years,87,Age
60750307002,15 to 19 years,78,Age
60750307002,20 to 24 years,0,Age
60750307002,25 to 29 years,59,Age
60750307002,30 to 34 years,52,Age
60750307002,35 to 39 years,71,Age
60750307002,40 to 44 years,128,Age
